,Group,Species,Subgroup,Taxonomic Domain,Expressed in Species,Secondary Bibliogrpahies,rcsb_entry_info_experimental_method,rcsb_entry_info_polymer_composition,rcsb_entry_info_selected_polymer_entity_types,symmetry_space_group_name_hm,diffrn_radiation_pdbx_scattering_type,diffrn_radiation_pdbx_monochromatic_or_laue_ml,exptl_method,diffrn_detector_detector,diffrn_source_source
2901,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Yarrowia lipolytica,Electron Transport Chain Complexes: Complex I,Eukaryota,,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
2902,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Yarrowia lipolytica,Electron Transport Chain Complexes: Complex I,Eukaryota,,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
2903,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Pyrococcus furiosus,Electron Transport Chain Complexes: Complex I,Archaea,,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
2904,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Thermosynechococcus elongatus,Electron Transport Chain Complexes: Complex I,Bacteria,E. coli,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
2905,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Thermosynechococcus elongatus,Electron Transport Chain Complexes: Complex I,Bacteria,E. coli,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
2906,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Anoxybacillus flavithermus,Electron Transport Chain Complexes: Complex I,Bacteria,E.coli,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
2907,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Escherichia coli,Electron Transport Chain Complexes: Complex I,Bacteria,,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
2908,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Vigna radiata,Electron Transport Chain Complexes: Complex I,Eukaryota,,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
2909,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Brassica oleracea,Electron Transport Chain Complexes: Complex I,Eukaryota,,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
2910,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Ovis aries,Electron Transport Chain Complexes: Complex I,Eukaryota,,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
2911,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Arabidopsis thaliana,Electron Transport Chain Complexes: Complex I,Eukaryota,,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
2912,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Polytomella sp. Pringsheim,Electron Transport Chain Complexes: Complex I,Eukaryota,,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
2913,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Escherichia coli,Electron Transport Chain Complexes: Complex II,Bacteria,,,X-ray,heteromeric protein,Protein (only),P 21 21 21,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
2914,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Escherichia coli,Electron Transport Chain Complexes: Complex II,Bacteria,,,X-ray,heteromeric protein,Protein (only),P 21 21 21,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
2915,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Wolinella succinogenes,Electron Transport Chain Complexes: Complex II,Bacteria,,                  ,X-ray,heteromeric protein,Protein (only),P 1 21 1,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
2916,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Escherichia coli,Electron Transport Chain Complexes: Complex II,Bacteria,,,X-ray,heteromeric protein,Protein (only),P 21 3,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
2917,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Escherichia coli,Electron Transport Chain Complexes: Complex II,Bacteria,,,X-ray,heteromeric protein,Protein (only),H 3 2,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
2918,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Escherichia coli,Electron Transport Chain Complexes: Complex II,Bacteria,,,X-ray,heteromeric protein,Protein (only),H 3 2,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
2919,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Escherichia coli,Electron Transport Chain Complexes: Complex II,Bacteria,,,X-ray,heteromeric protein,Protein (only),P 21 21 21,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
2920,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Escherichia coli,Electron Transport Chain Complexes: Complex II,Bacteria,,,X-ray,heteromeric protein,Protein (only),P 21 21 21,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
2921,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Escherichia coli,Electron Transport Chain Complexes: Complex II,Bacteria,,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
2922,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Sus scrofa,Electron Transport Chain Complexes: Complex II,Eukaryota,,,X-ray,heteromeric protein,Protein (only),P 21 21 21,,,X-RAY DIFFRACTION,,
2923,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Gallus gallus,Electron Transport Chain Complexes: Complex II,Eukaryota,,,X-ray,heteromeric protein,Protein (only),P 1 21 1,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
2924,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Gallus gallus ,Electron Transport Chain Complexes: Complex II,Eukaryota,,,X-ray,heteromeric protein,Protein (only),P 1 21 1,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
2925,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Mycolicibacterium smegmatis,Electron Transport Chain Complexes: Complex II,Bacteria,,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
2926,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Bos taurus,Electron Transport Chain Complexes: Complex III (Cytochrome bc1),Eukaryota,,,X-ray,heteromeric protein,Protein (only),I 41 2 2,x-ray,M,X-RAY DIFFRACTION,IMAGE PLATE,SYNCHROTRON
2927,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Bos taurus,Electron Transport Chain Complexes: Complex III (Cytochrome bc1),Eukaryota,,,X-ray,heteromeric protein,Protein (only),P 65,x-ray,M,X-RAY DIFFRACTION,IMAGE PLATE,SYNCHROTRON
2928,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Bos taurus,Electron Transport Chain Complexes: Complex III (Cytochrome bc1),Eukaryota,,,X-ray,heteromeric protein,Protein (only),I 41 2 2,x-ray,M,X-RAY DIFFRACTION,AREA DETECTOR,SYNCHROTRON
2929,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Bos taurus,Electron Transport Chain Complexes: Complex III (Cytochrome bc1),Eukaryota,,,X-ray,heteromeric protein,Protein (only),I 41 2 2,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
2930,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Bos taurus,Electron Transport Chain Complexes: Complex III (Cytochrome bc1),Eukaryota,,,X-ray,heteromeric protein,Protein (only),I 41 2 2,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
2931,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Bos taurus,Electron Transport Chain Complexes: Complex III (Cytochrome bc1),Eukaryota,,,X-ray,heteromeric protein,Protein (only),P 21 21 21,,,X-RAY DIFFRACTION,,
2932,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Bos taurus,Electron Transport Chain Complexes: Complex III (Cytochrome bc1),Eukaryota,,,X-ray,heteromeric protein,Protein (only),I 41 2 2,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
2933,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Bos taurus,Electron Transport Chain Complexes: Complex III (Cytochrome bc1),Eukaryota,,,X-ray,heteromeric protein,Protein (only),P 65 2 2,x-ray,M,X-RAY DIFFRACTION,PIXEL,SYNCHROTRON
2934,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Bos taurus,Electron Transport Chain Complexes: Complex III (Cytochrome bc1),Eukaryota,,,X-ray,heteromeric protein,Protein (only),P 65 2 2,x-ray,M,X-RAY DIFFRACTION,PIXEL,SYNCHROTRON
2935,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Gallus gallus,Electron Transport Chain Complexes: Complex III (Cytochrome bc1),Eukaryota,,,X-ray,heteromeric protein,Protein (only),P 21 21 21,x-ray,M,X-RAY DIFFRACTION,IMAGE PLATE,SYNCHROTRON
2936,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Saccharomyces cerevisiae,Electron Transport Chain Complexes: Complex III (Cytochrome bc1),Eukaryota,,,X-ray,heteromeric protein,Protein (only),C 1 2 1,x-ray,M,X-RAY DIFFRACTION,,
2937,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Saccharomyces cerevisiae,Electron Transport Chain Complexes: Complex III (Cytochrome bc1),Eukaryota,,,X-ray,heteromeric protein,Protein (only),C 1 2 1,x-ray,M,X-RAY DIFFRACTION,CCD,
2938,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Saccharomyces cerevisiae,Electron Transport Chain Complexes: Complex III (Cytochrome bc1),Eukaryota,,,X-ray,heteromeric protein,Protein (only),C 1 2 1,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
2939,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Saccharomyces cerevisiae,Electron Transport Chain Complexes: Complex III (Cytochrome bc1),Eukaryota,,,X-ray,heteromeric protein,Protein (only),C 1 2 1,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
2940,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Saccharomyces cerevisiae,Electron Transport Chain Complexes: Complex III (Cytochrome bc1),Eukaryota,,,X-ray,protein/oligosaccharide,Protein/Oligosaccharide,P 1 21 1,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
2941,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Rhodobacter sphaeroides,Electron Transport Chain Complexes: Complex III (Cytochrome bc1),Bacteria,,,X-ray,heteromeric protein,Protein (only),C 1 2 1,,,X-RAY DIFFRACTION,,
2942,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Rhodobacter sphaeroides,Electron Transport Chain Complexes: Complex III (Cytochrome bc1),Bacteria,,,X-ray,heteromeric protein,Protein (only),P 1 21 1,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
2943,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Rhodobacter capsulatus,Electron Transport Chain Complexes: Complex III (Cytochrome bc1),Bacteria,,,X-ray,heteromeric protein,Protein (only),P 1 21 1,,,X-RAY DIFFRACTION,,
2944,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Rhodothermus marinus,Electron Transport Chain Complexes: Complex III (Cytochrome bc1),Bacteria,,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
2945,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Flavobacterium johnsoniae,Electron Transport Chain Complexes: Complex III (Cytochrome bc1),Bacteria,,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
2946,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Roseiflexus castenholzii,Electron Transport Chain Complexes: Complex III (Cytochrome bc1),Bacteria,,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
2947,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,"""Aquifex aeolicus""",Electron Transport Chain Complexes: Complex III (Cytochrome bc1),Bacteria,,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
2948,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Candida albicans,Electron Transport Chain Complexes: Complex III (Cytochrome bc1),Eukaryota,,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
2949,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Yarrowia lipolytica,Electron Transport Chain Complexes: Complex III (Cytochrome bc1),Eukaryota,,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
2950,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Mastigocladus laminosus,Electron Transport Chain Complexes: Cytochrome b6f of Oxygenic Photosynthesis,Bacteria,,,X-ray,heteromeric protein,Protein (only),P 61,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
2951,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Mastigocladus laminosus,Electron Transport Chain Complexes: Cytochrome b6f of Oxygenic Photosynthesis,Bacteria,,,X-ray,heteromeric protein,Protein (only),P 61,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
2952,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Mastigocladus laminosus,Electron Transport Chain Complexes: Cytochrome b6f of Oxygenic Photosynthesis,Bacteria,,,X-ray,heteromeric protein,Protein (only),P 61 2 2,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
2953,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Mastigocladus laminosus,Electron Transport Chain Complexes: Cytochrome b6f of Oxygenic Photosynthesis,Bacteria,,,X-ray,heteromeric protein,Protein (only),P 61 2 2,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
2954,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Chlamydomonas reinhardtii,Electron Transport Chain Complexes: Cytochrome b6f of Oxygenic Photosynthesis,Eukaryota,,,X-ray,heteromeric protein,Protein (only),I 2 2 2,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
2955,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Nostoc sp. PCC 7120,Electron Transport Chain Complexes: Cytochrome b6f of Oxygenic Photosynthesis,Bacteria,,,X-ray,heteromeric protein,Protein (only),P 61 2 2,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
2956,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Nostoc sp. PCC 7120,Electron Transport Chain Complexes: Cytochrome b6f of Oxygenic Photosynthesis,Bacteria,,,X-ray,heteromeric protein,Protein (only),P 61 2 2,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
2957,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Spinacia oleracea,Electron Transport Chain Complexes: Cytochrome b6f of Oxygenic Photosynthesis,Eukaryota,,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
2958,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Spinacia oleracea,Electron Transport Chain Complexes: Cytochrome b6f of Oxygenic Photosynthesis,Eukaryota,,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
2959,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Bos taurus (bovine) heart mitochndria,Electron Transport Chain Complexes: Complex IV (Cytochrome C Oxidase),Eukaryota,,,X-ray,heteromeric protein,Protein (only),P 21 21 21,x-ray,M,X-RAY DIFFRACTION,IMAGE PLATE,SYNCHROTRON
2960,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Bos taurus (bovine) heart mitochndria,Electron Transport Chain Complexes: Complex IV (Cytochrome C Oxidase),Eukaryota,,,X-ray,heteromeric protein,Protein (only),P 21 21 21,x-ray,M,X-RAY DIFFRACTION,,SYNCHROTRON
2961,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Bos taurus,Electron Transport Chain Complexes: Complex IV (Cytochrome C Oxidase),Eukaryota,,,X-ray,heteromeric protein,Protein (only),P 21 21 21,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
2962,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Bos taurus,Electron Transport Chain Complexes: Complex IV (Cytochrome C Oxidase),Eukaryota,,,X-ray,heteromeric protein,Protein (only),P 1 21 1,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
2963,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Bos taurus,Electron Transport Chain Complexes: Complex IV (Cytochrome C Oxidase),Eukaryota,,,X-ray,heteromeric protein,Protein (only),P 21 21 21,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
2964,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Bos taurus,Electron Transport Chain Complexes: Complex IV (Cytochrome C Oxidase),Eukaryota,,,X-ray,heteromeric protein,Protein (only),P 21 21 21,x-ray,M,X-RAY DIFFRACTION,PIXEL,FREE ELECTRON LASER
2965,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Bos taurus,Electron Transport Chain Complexes: Complex IV (Cytochrome C Oxidase),Eukaryota,,,X-ray,heteromeric protein,Protein (only),P 21 21 21,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
2966,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Bos taurus,Electron Transport Chain Complexes: Complex IV (Cytochrome C Oxidase),Eukaryota,,,X-ray,heteromeric protein,Protein (only),P 21 21 21,x-ray,M,X-RAY DIFFRACTION,PIXEL,FREE ELECTRON LASER
2967,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Bos taurus,Electron Transport Chain Complexes: Complex IV (Cytochrome C Oxidase),Eukaryota,,,X-ray,heteromeric protein,Protein (only),P 21 21 21,x-ray,M,X-RAY DIFFRACTION,PIXEL,SYNCHROTRON
2968,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Bos taurus,Electron Transport Chain Complexes: Complex IV (Cytochrome C Oxidase),Eukaryota,,,X-ray,heteromeric protein,Protein (only),P 21 21 21,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
2969,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Bos taurus,Electron Transport Chain Complexes: Complex IV (Cytochrome C Oxidase),Eukaryota,,,X-ray,heteromeric protein,Protein (only),P 21 21 21,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
2970,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Bos taurus,Electron Transport Chain Complexes: Complex IV (Cytochrome C Oxidase),Eukaryota,,,X-ray,heteromeric protein,Protein (only),P 21 21 21,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
2971,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Bos taurus,Electron Transport Chain Complexes: Complex IV (Cytochrome C Oxidase),Eukaryota,,,X-ray,heteromeric protein,Protein (only),P 21 21 21,x-ray,M,X-RAY DIFFRACTION,PIXEL,SYNCHROTRON
2972,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Bos taurus,Electron Transport Chain Complexes: Complex IV (Cytochrome C Oxidase),Eukaryota,,,X-ray,heteromeric protein,Protein (only),P 21 21 21,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
2973,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Bos taurus,Electron Transport Chain Complexes: Complex IV (Cytochrome C Oxidase),Eukaryota,,,X-ray,heteromeric protein,Protein (only),P 21 21 21,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
2974,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Bos taurus,Electron Transport Chain Complexes: Complex IV (Cytochrome C Oxidase),Eukaryota,,,X-ray,heteromeric protein,Protein (only),P 21 21 21,x-ray,M,X-RAY DIFFRACTION,PIXEL,SYNCHROTRON
2975,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Paracoccus denitrificans,Electron Transport Chain Complexes: Complex IV (Cytochrome C Oxidase),Bacteria,,                  ,X-ray,heteromeric protein,Protein (only),P 21 21 21,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
2976,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Paracoccus denitrificans,Electron Transport Chain Complexes: Complex IV (Cytochrome C Oxidase),Bacteria,,,X-ray,heteromeric protein,Protein (only),P 4,x-ray,M,X-RAY DIFFRACTION,IMAGE PLATE,SYNCHROTRON
2977,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Paracoccus denitrificans,Electron Transport Chain Complexes: Complex IV (Cytochrome C Oxidase),Bacteria,,,X-ray,heteromeric protein,Protein (only),P 21 21 21,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
2978,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Paracoccus denitrificans,Electron Transport Chain Complexes: Complex IV (Cytochrome C Oxidase),Bacteria,,,X-ray,heteromeric protein,Protein (only),P 21 21 21,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
2979,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Pseudomonas stutzeri,Electron Transport Chain Complexes: Complex IV (Cytochrome C Oxidase),Bacteria,,,X-ray,heteromeric protein,Protein (only),P 21 21 2,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
2980,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Thermus thermophilus,Electron Transport Chain Complexes: Complex IV (Cytochrome C Oxidase),Bacteria,,                  ,X-ray,heteromeric protein,Protein (only),P 43 21 2,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
2981,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Thermus thermophilus,Electron Transport Chain Complexes: Complex IV (Cytochrome C Oxidase),Bacteria,,,X-ray,heteromeric protein,Protein (only),P 41 21 2,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
2982,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Thermus thermophilus,Electron Transport Chain Complexes: Complex IV (Cytochrome C Oxidase),Bacteria,,,X-ray,heteromeric protein,Protein (only),I 1 2 1,,,X-RAY DIFFRACTION,,
2983,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Rhodobacter sphaeroides,Electron Transport Chain Complexes: Complex IV (Cytochrome C Oxidase),Bacteria,,,X-ray,heteromeric protein,Protein (only),H 3,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
2984,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Rhodobacter sphaeroides,Electron Transport Chain Complexes: Complex IV (Cytochrome C Oxidase),Bacteria,,,X-ray,heteromeric protein,Protein (only),P 21 21 21,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
2985,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Escherichia coli,Electron Transport Chain Complexes: Complex IV (Cytochrome C Oxidase),Bacteria,,,X-ray,heteromeric protein,Protein (only),C 2 2 21,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
2986,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Escherichia coli,Electron Transport Chain Complexes: Complex IV (Cytochrome C Oxidase),Bacteria,,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
2987,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Escherichia coli,Electron Transport Chain Complexes: Complex IV (Cytochrome C Oxidase),Bacteria,,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
2988,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Escherichia coli,Electron Transport Chain Complexes: Complex IV (Cytochrome C Oxidase),Bacteria,,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
2989,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Geobacillus thermodenitrificans,Electron Transport Chain Complexes: Complex IV (Cytochrome C Oxidase),Bacteria,,,X-ray,heteromeric protein,Protein (only),P 21 21 21,x-ray,M,X-RAY DIFFRACTION,PIXEL,SYNCHROTRON
2990,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Escherichia coli,Electron Transport Chain Complexes: Complex IV (Cytochrome C Oxidase),Bacteria,,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
2991,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Escherichia coli,Electron Transport Chain Complexes: Complex IV (Cytochrome C Oxidase),Bacteria,,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
2992,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Escherichia coli,Electron Transport Chain Complexes: Complex IV (Cytochrome C Oxidase),Bacteria,,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
2993,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Escherichia coli,Electron Transport Chain Complexes: Complex IV (Cytochrome C Oxidase),Bacteria,,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
2994,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Mycolicibacterium smegmatis,Electron Transport Chain Complexes: Complex IV (Cytochrome C Oxidase),Bacteria,E. coli,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
2995,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Mycobacterium tuberculosis,Electron Transport Chain Complexes: Complex IV (Cytochrome C Oxidase),Bacteria,Mycolicibacterium smegmatis,,EM,protein/NA,Protein/NA,,,,ELECTRON MICROSCOPY,,
2996,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Bacillus subtilis,Electron Transport Chain Complexes: Complex IV (Cytochrome C Oxidase),Bacteria,E. coli,,X-ray,homomeric protein,Protein (only),H 3,,,X-RAY DIFFRACTION,,
2997,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Bacillus subtilis,Electron Transport Chain Complexes: Complex IV (Cytochrome C Oxidase),Bacteria,,,X-ray,heteromeric protein,Protein (only),P 1 21 1,x-ray,M,X-RAY DIFFRACTION,PIXEL,SYNCHROTRON
2998,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Saccharomyces cerevisiae,Electron Transport Chain Complexes: Complex IV (Cytochrome C Oxidase),Eukaryota,,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
2999,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Saccharomyces cerevisiae,Electron Transport Chain Complexes: Complex IV (Cytochrome C Oxidase),Eukaryota,E. coli,,NMR,homomeric protein,Protein (only),,,,SOLUTION NMR,,
3000,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Ovis aries,Electron Transport Chain Supercomplexes (Respirasome),Eukaryota,,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
3001,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Ovis aries,Electron Transport Chain Supercomplexes (Respirasome),Eukaryota,,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
3002,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Sus scrofa,Electron Transport Chain Supercomplexes (Respirasome),Eukaryota,,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
3003,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Sus scrofa,Electron Transport Chain Supercomplexes (Respirasome),Eukaryota,,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
